Customer_ID,Age,Income,Credit_Score,Credit_Utilization,Missed_Payments,Delinquent_Account,Loan_Balance,Debt_to_Income_Ratio,Employment_Status,Account_Tenure,Credit_Card_Type,Location,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Loan_to_Tenure,Employment_Risk,Total_Monthly_Delinquencies,Delinquency_Trend,Income_per_Debt,Risk_Score_Interaction,Miss_Rate
CUST0119,41,125448.0,644.0,0.358174723,1,1,82909.0,0.494266812,Employed,9,Gold,Los Angeles,On-time,Late,On-time,Missed,Late,Missed,8290.9,0,2,0.6666666666666667,1.5130623567724037,413.335478388,0.1
CUST0120,28,134156.0,584.0,0.670892125,2,0,30509.0,0.251594298,Employed,1,Business,New York,Late,Missed,Late,Late,On-time,Missed,15254.5,0,3,0.5,4.397115699770567,192.19899900000001,1.0
CUST0121,68,190333.0,526.0,0.609705972,2,0,4440.411821006601,0.1,Employed,3,Standard,Houston,Missed,On-time,Missed,On-time,On-time,Missed,1110.1029552516502,0,0,0.0,42.85416612343391,205.294658728,0.5
CUST0122,34,125226.0,354.0,0.315513463,3,0,35598.0,0.35790077,Employed,5,Student,New York,Late,On-time,On-time,Late,Missed,On-time,5933.0,0,2,0.6666666666666667,3.517683080985421,242.30823409799999,0.5
CUST0123,25,80953.0,623.0,0.804234428,1,1,71588.0,0.438996407,Employed,17,Gold,Chicago,On-time,On-time,Missed,Missed,On-time,Missed,3977.1111111111113,0,0,0.0,1.1308022182178827,121.961951356,0.05555555555555555
CUST0124,52,129692.0,522.0,0.769656013,0,0,36955.0,0.269624022,Self-Employed,5,Business,Houston,Late,On-time,On-time,Late,On-time,Late,6159.166666666667,1,3,1.5,3.5093624851174368,120.23956121400002,0.0
CUST0125,52,199402.0,427.0,0.353398787,0,1,0.0,0.229496252,Employed,16,Platinum,Chicago,On-time,On-time,Late,On-time,Missed,Missed,0.0,0,1,-0.16666666666666666,199402.0,276.098717951,0.0
CUST0126,50,90880.0,800.0,0.351341999,4,1,89537.0,0.256274059,Employed,13,Gold,Los Angeles,On-time,On-time,Missed,Late,On-time,Late,6395.5,0,2,1.6666666666666667,1.0149880497665795,518.9264008,0.2857142857142857
CUST0127,22,118081.0,623.0,0.381434413,4,0,16034.0,0.385020537,Employed,10,Student,Los Angeles,Late,On-time,Late,Missed,Late,On-time,1457.6363636363637,0,3,0.5,7.363953850951044,385.36636070099996,0.36363636363636365
CUST0128,59,115497.0,693.0,0.398533445,0,0,89537.0,0.254553906,Unemployed,18,Standard,Phoenix,On-time,Late,Late,Missed,Missed,Late,4712.473684210527,1,3,0.5,1.289921597534008,416.816322615,0.0
CUST0129,56,199402.0,777.0,0.690107602,2,1,96507.0,0.33287603,Retired,1,Gold,Los Angeles,Late,Missed,On-time,Missed,Missed,Missed,48253.5,0,1,-0.16666666666666666,2.066170680150868,240.78639324600002,1.0
CUST0130,58,166836.0,781.0,0.585065812,5,0,76445.0,0.302780292,Self-Employed,2,Gold,Chicago,On-time,On-time,Missed,Missed,Late,Missed,25481.666666666668,1,1,0.8333333333333334,2.1824032650498393,324.063600828,1.6666666666666667
CUST0131,45,187627.0,766.0,0.675415754,2,0,20052.0,0.292462039,Employed,10,Business,Los Angeles,On-time,On-time,On-time,On-time,Missed,Late,1822.909090909091,0,1,0.8333333333333334,9.356555128908393,248.63153243600001,0.18181818181818182
CUST0132,24,73141.0,717.0,0.634713029,4,0,36913.0,0.370129233,Employed,5,Platinum,Houston,Late,Late,Missed,Late,Missed,On-time,6152.166666666667,0,3,0.5,1.9813891748388146,261.91075820699996,0.6666666666666666
CUST0133,26,180983.0,427.0,0.842905414,3,0,77209.0,0.25214201,Retired,13,Platinum,Los Angeles,Missed,Late,Missed,Late,Missed,Late,5514.928571428572,0,3,1.5,2.34403574666494,67.07938822200002,0.21428571428571427
CUST0134,25,168772.0,388.0,0.288122891,0,1,94363.0,0.256941344,Self-Employed,18,Standard,Phoenix,Missed,On-time,On-time,Missed,Missed,Missed,4966.473684210527,1,0,0.0,1.7885210461616718,276.208318292,0.0
CUST0135,29,16252.0,441.0,0.576071706,4,0,96056.0,0.379760285,Employed,15,Student,Los Angeles,Late,On-time,Late,On-time,Missed,Late,6003.5,0,3,0.5,0.16919120938609367,186.952377654,0.25
CUST0136,51,118333.0,346.0,0.065235749,4,0,20081.0,0.201307468,Employed,6,Standard,Chicago,On-time,On-time,Missed,Missed,Missed,Late,2868.714285714286,0,1,0.8333333333333334,5.892490787770142,323.428430846,0.5714285714285714
CUST0137,50,192247.0,387.0,0.236608885,5,0,28730.0,0.211977981,Unemployed,7,Gold,Chicago,Missed,Missed,On-time,Missed,On-time,On-time,3591.25,1,0,0.0,6.691274233406425,295.432361505,0.625
CUST0138,65,199294.0,505.0,0.485029323,0,0,85107.0,0.173968571,Employed,18,Gold,Los Angeles,Late,Late,Missed,Missed,On-time,On-time,4479.315789473684,0,2,-0.3333333333333333,2.341660008459839,260.060191885,0.0
CUST0139,72,138961.0,402.0,0.583641323,5,1,42556.0,0.384901091,Unemployed,19,Platinum,Chicago,Missed,On-time,On-time,Late,Late,On-time,2127.8,1,2,1.6666666666666667,3.2652912564325494,167.37618815399998,0.25
CUST0140,40,129548.0,794.0,0.479636852,0,0,16693.0,0.289476303,Employed,15,Student,Chicago,On-time,On-time,On-time,Late,Late,On-time,1043.3125,0,2,1.6666666666666667,7.760153348508446,413.16833951199993,0.0
CUST0141,41,58088.0,567.0,0.386561516,5,0,10951.0,0.168638485,Self-Employed,6,Business,Phoenix,On-time,Late,Missed,On-time,Missed,On-time,1564.4285714285713,1,1,-0.16666666666666666,5.303871439006574,347.819620428,0.7142857142857143
CUST0142,54,30485.0,617.0,0.422116425,2,0,76861.0,0.385380856,Employed,8,Student,Houston,Late,On-time,Missed,Late,Missed,Late,8540.111111111111,0,3,1.5,0.3966199162134735,356.554165775,0.2222222222222222
CUST0143,52,178165.0,823.0,0.773888195,3,0,19977.0,0.244445784,Unemployed,12,Gold,Phoenix,On-time,Late,On-time,Missed,On-time,Late,1536.6923076923076,1,2,0.6666666666666667,8.918059865852438,186.09001551500003,0.23076923076923078
CUST0144,61,77292.0,414.0,0.423193564,3,1,60348.0,0.212832192,Unemployed,0,Business,New York,On-time,Late,Missed,On-time,On-time,On-time,60348.0,1,1,-0.16666666666666666,1.280750302407662,238.79786450400002,3.0
CUST0145,57,108350.53695652174,694.0,0.849848324,0,0,3494.0,0.280432144,Unemployed,7,Student,Phoenix,On-time,Missed,On-time,Missed,Late,On-time,436.75,1,1,0.8333333333333334,31.00158425079306,104.20526314400001,0.0
CUST0146,39,41790.0,681.0,0.658803415,1,0,17913.0,0.447872361,Retired,3,Student,Los Angeles,Missed,Late,On-time,Late,Late,Missed,4478.25,0,3,1.5,2.3328123255554316,232.35487438500004,0.25
CUST0147,44,31364.0,757.0,0.591507469,6,0,10942.0,0.26050378,Employed,2,Business,Houston,Late,On-time,Late,Missed,Late,On-time,3647.3333333333335,0,3,0.5,2.866124463127113,309.22884596700004,2.0
CUST0148,52,129692.0,826.0,0.261280618,4,1,5539.0,0.357533886,Self-Employed,2,Gold,Los Angeles,Missed,Late,Missed,Late,Late,Late,1846.3333333333333,1,4,2.3333333333333335,23.410108303249096,610.182209532,1.3333333333333333
CUST0149,18,15404.0,588.0,0.687047632,4,0,91432.0,0.372708002,Employed,12,Student,New York,On-time,On-time,On-time,Late,On-time,On-time,7033.2307692307695,0,1,0.8333333333333334,0.16847308958472323,184.01599238400001,0.3076923076923077
CUST0150,52,32955.0,302.0,0.401245884,0,0,19796.0,0.34432733,Employed,7,Business,Houston,Late,On-time,On-time,Late,On-time,Late,2474.5,0,3,1.5,1.664646158508865,180.823743032,0.0
CUST0151,54,53513.0,328.0,0.261112048,5,0,95276.0,0.427107165,Employed,6,Gold,Chicago,On-time,Late,Late,Missed,Late,Missed,13610.857142857143,0,3,0.5,0.5616570630897278,242.355248256,0.7142857142857143
CUST0152,64,189197.0,524.0,0.602568723,1,1,6118.0,0.2292884,Unemployed,0,Business,Phoenix,On-time,Missed,On-time,Late,On-time,Late,6118.0,1,2,1.6666666666666667,30.91959470501716,208.25398914800002,1.0
CUST0153,31,97986.0,326.0,0.222410788,2,0,34897.0,0.195666516,Unemployed,15,Business,Los Angeles,On-time,Late,Missed,On-time,Missed,Missed,2181.0625,1,1,-0.16666666666666666,2.8077826809559285,253.494083112,0.125
CUST0154,20,108350.53695652174,718.0,0.347551708,5,0,39006.0,0.193703334,Unemployed,5,Student,New York,On-time,Missed,Missed,Late,Late,Missed,6501.0,1,2,1.6666666666666667,2.777720331133431,468.457873656,0.8333333333333334
CUST0155,18,116570.0,823.0,0.497976818,5,0,36342.0,0.285553158,Employed,6,Gold,Chicago,Missed,Missed,Missed,Late,Late,Late,5191.714285714285,0,3,2.5,3.2074952535563934,413.16507878600004,0.7142857142857143
CUST0156,22,119185.0,711.0,0.943684285,0,0,44454.0,0.205295334,Employed,11,Student,Phoenix,Late,Missed,On-time,Late,Missed,Missed,3704.5,0,2,0.6666666666666667,2.681025756382859,40.04047336499999,0.0
CUST0157,43,136465.0,823.0,0.362616849,0,0,92381.0,0.314754091,Employed,8,Standard,Chicago,On-time,Late,Late,Late,Late,Missed,10264.555555555555,0,4,1.3333333333333335,1.4771817020631726,524.5663332729999,0.0
CUST0158,72,21801.0,805.0,0.408356696,4,1,95267.0,0.307698842,Retired,10,Standard,Phoenix,On-time,On-time,Late,Late,Missed,Missed,8660.636363636364,0,2,0.6666666666666667,0.22883864466557502,476.27285972,0.36363636363636365
CUST0159,31,15404.0,316.0,0.646469011,0,0,71791.0,0.40185733,Self-Employed,9,Gold,Houston,Late,On-time,On-time,On-time,Missed,On-time,7179.1,1,1,-0.16666666666666666,0.2145642968575886,111.71579252400001,0.0
CUST0160,56,54081.0,566.0,0.252340862,0,0,43927.0,0.329114431,Employed,0,Business,Chicago,On-time,Late,Missed,On-time,Late,On-time,43927.0,0,2,0.6666666666666667,1.231128209797851,423.175072108,0.0
CUST0161,44,74494.0,319.0,0.588561276,0,0,48397.0,0.258384814,Employed,17,Student,Chicago,On-time,Late,Missed,On-time,On-time,Late,2688.722222222222,0,2,0.6666666666666667,1.5391958345386172,131.248952956,0.0
CUST0162,26,89740.0,385.0,0.741185362,4,0,96485.0,0.34108492,Retired,3,Student,Chicago,Late,Missed,Missed,Late,On-time,Late,24121.25,0,3,1.5,0.9300831208672761,99.64363563000002,1.0
CUST0163,32,116570.0,402.0,0.438581023,2,0,26000.0,0.196980598,Retired,4,Gold,Houston,Missed,Missed,On-time,Late,Late,Late,5200.0,0,3,2.5,4.4832891042652205,225.69042875399998,0.4
CUST0164,32,117795.0,670.0,0.705230856,2,1,14417.0,0.296185931,Retired,8,Gold,New York,Missed,Missed,On-time,Missed,On-time,On-time,1601.888888888889,0,0,0.0,8.169995838535165,197.49532648,0.2222222222222222
CUST0165,43,97844.0,391.0,0.558289985,6,0,58384.25036901949,0.331940123,Unemployed,16,Standard,Phoenix,Missed,Late,Late,Missed,Missed,Late,3434.3676687658526,1,3,0.5,1.6758342112363056,172.70861586499998,0.35294117647058826
CUST0166,59,100999.0,457.0,0.353863607,6,0,50989.0,0.31293176,Self-Employed,2,Platinum,Chicago,Missed,Missed,Late,On-time,Late,Missed,16996.333333333332,1,2,0.6666666666666667,1.9807609335163758,295.28433160099996,2.0
CUST0167,30,21970.0,328.0,0.460439063,0,0,85107.0,0.341506509,Employed,15,Gold,Houston,On-time,On-time,Missed,Missed,Late,On-time,5319.1875,0,1,0.8333333333333334,0.2581425952906895,176.97598733600003,0.0
CUST0168,68,185883.0,604.0,0.424048532,6,0,13761.0,0.235595398,Employed,4,Platinum,New York,On-time,Late,Missed,Missed,On-time,Late,2752.2,0,2,0.6666666666666667,13.506975730271764,347.874686672,1.2
CUST0169,49,53513.0,339.0,0.482472348,4,0,26549.0,0.41520314,Retired,15,Gold,Phoenix,On-time,Late,Missed,On-time,Missed,Late,1659.3125,0,2,0.6666666666666667,2.0155555555555558,175.44187402800003,0.25
CUST0170,56,150230.0,766.0,0.53054358,2,0,5539.0,0.482216895,Employed,2,Business,Houston,On-time,Missed,On-time,On-time,Late,On-time,1846.3333333333333,0,1,0.8333333333333334,27.117328519855597,359.60361772,0.6666666666666666
CUST0171,66,38959.0,310.0,0.617639987,5,1,67460.0,0.139732386,Self-Employed,19,Business,Phoenix,Missed,Late,Late,Missed,Late,On-time,3373.0,1,3,0.5,0.5775040393708958,118.53160403,0.25
CUST0172,69,172504.0,677.0,0.60173365,2,0,98999.0,0.1784402,Self-Employed,14,Standard,Chicago,Missed,On-time,On-time,Missed,On-time,Late,6599.933333333333,1,1,0.8333333333333334,1.7424646464646465,269.62631895,0.13333333333333333
CUST0173,49,101188.0,818.0,0.05,2,0,74403.0,0.304308301,Employed,2,Standard,New York,On-time,On-time,Missed,On-time,On-time,Late,24801.0,0,1,0.8333333333333334,1.3599806462018171,777.0999999999999,0.6666666666666666
CUST0174,21,47217.0,383.0,0.480538362,4,1,31316.0,0.274344902,Employed,19,Platinum,Houston,On-time,Late,On-time,Missed,Missed,Missed,1565.8,0,1,-0.16666666666666666,1.5077114666155762,198.953807354,0.2
CUST0175,47,72458.0,407.0,0.198115617,6,0,37445.0,0.489641241,Employed,13,Gold,New York,Late,Missed,Missed,Late,Late,Late,2674.6428571428573,0,4,2.3333333333333335,1.9349997329487796,326.366943881,0.42857142857142855
CUST0176,54,76476.0,788.0,0.44485455,5,0,69963.0,0.321978432,Self-Employed,15,Student,Chicago,On-time,Missed,Late,Missed,Missed,Late,4372.6875,1,2,0.6666666666666667,1.0930764393116459,437.45461459999996,0.3125
CUST0177,40,159356.0,339.0,0.475242082,4,0,68636.0,0.439254525,Self-Employed,16,Standard,New York,Late,On-time,Missed,On-time,Missed,Late,4037.4117647058824,1,2,0.6666666666666667,2.321721520462724,177.89293420199996,0.23529411764705882
CUST0178,56,165580.0,447.0,0.695229672,0,0,49853.84095706787,0.1,Self-Employed,19,Student,New York,Late,Late,Late,Late,On-time,On-time,2492.6920478533934,1,4,0.33333333333333337,3.3212421666852374,136.23233661600003,0.0
CUST0179,62,108610.0,446.0,0.493976907,3,0,11061.0,0.381416948,Employed,17,Student,Los Angeles,Late,Late,Missed,Late,On-time,Missed,614.5,0,3,0.5,9.818296872175013,225.68629947800002,0.16666666666666666
CUST0180,32,182280.0,467.0,0.551843604,2,0,74433.0,0.228448318,Retired,17,Gold,New York,Late,Late,On-time,Late,Missed,Missed,4135.166666666667,0,3,0.5,2.4488808877663435,209.28903693200002,0.1111111111111111
CUST0181,60,127816.0,638.0,0.658611276,3,0,50183.0,0.226845743,Retired,13,Platinum,Phoenix,On-time,Missed,Late,Missed,On-time,Late,3584.5,0,2,0.6666666666666667,2.546947234178224,217.806005912,0.21428571428571427
CUST0182,46,149415.0,605.0,0.745550452,4,0,30549.0,0.275164197,Employed,17,Gold,Houston,Late,Late,On-time,Missed,Missed,On-time,1697.1666666666667,0,2,-0.3333333333333333,4.8908346972176755,153.94197653999998,0.2222222222222222
CUST0183,53,120616.0,469.0,0.475397215,4,0,69666.0,0.157541636,Retired,14,Standard,Los Angeles,Late,Missed,Late,Missed,On-time,Missed,4644.4,0,2,-0.3333333333333333,1.7313218597040205,246.038706165,0.26666666666666666
CUST0184,30,199943.0,429.0,0.518835888,4,0,10951.0,0.344278553,Unemployed,14,Student,Houston,Late,Late,Late,Missed,Late,Missed,730.0666666666667,1,4,0.33333333333333337,18.25630021913806,206.419404048,0.26666666666666666
CUST0185,49,178551.0,811.0,0.50200466,3,0,47721.0,0.319071497,Employed,5,Gold,Houston,On-time,Late,On-time,Missed,Late,Late,7953.5,0,3,1.5,3.7414819160973973,403.87422074,0.5
CUST0186,24,68932.0,792.0,0.391480207,4,0,84521.0,0.326619225,Self-Employed,14,Gold,Chicago,On-time,On-time,Missed,Late,Late,On-time,5634.733333333334,1,2,1.6666666666666667,0.81555098080973,481.9476760559999,0.26666666666666666
CUST0187,68,23702.0,401.0,0.346176955,0,0,31198.0,0.388703102,Retired,17,Gold,Chicago,Late,Late,Missed,On-time,On-time,On-time,1733.2222222222222,0,2,-0.3333333333333333,0.7597038366614315,262.183041045,0.0
CUST0188,39,108350.53695652174,826.0,0.05,4,1,7796.0,0.451478205,Employed,3,Standard,Los Angeles,Missed,On-time,Late,On-time,On-time,Late,1949.0,0,2,0.6666666666666667,13.896439265938405,784.6999999999999,1.0
CUST0189,45,67528.0,526.0,0.284667813,1,0,64950.0,0.263628895,Retired,7,Platinum,Chicago,On-time,On-time,On-time,Late,Missed,Late,8118.75,0,2,1.6666666666666667,1.0396760634940185,376.264730362,0.125
CUST0190,19,162851.0,523.0,0.144273833,6,0,44437.0,0.347735064,Employed,14,Gold,Chicago,Missed,On-time,On-time,Late,On-time,Late,2962.4666666666667,0,2,1.6666666666666667,3.6646788784373734,447.544785341,0.4
CUST0191,59,183513.0,800.0,0.751039697,3,1,49016.0,0.329298821,Self-Employed,2,Standard,Chicago,Missed,On-time,Late,Late,Late,On-time,16338.666666666666,1,3,1.5,3.7438643735846746,199.16824240000005,1.0
CUST0192,62,42192.0,301.0,0.537683202,1,0,44471.97790482181,0.337761451,Employed,14,Student,Houston,Missed,Missed,Late,Missed,On-time,Late,2964.7985269881206,0,2,0.6666666666666667,0.9487109248743493,139.157356198,0.06666666666666667
CUST0193,74,32019.0,475.0,0.474812205,4,0,22835.0,0.339259766,Self-Employed,12,Business,Los Angeles,On-time,On-time,On-time,On-time,Missed,Missed,1756.5384615384614,1,0,0.0,1.402128218602207,249.464202625,0.3076923076923077
CUST0194,70,67638.0,612.0,0.356502963,0,0,34897.0,0.459050334,Employed,8,Standard,Houston,Missed,Late,Missed,Missed,Missed,Missed,3877.4444444444443,0,1,-0.16666666666666666,1.9381626454238066,393.820186644,0.0
CUST0195,23,198401.0,820.0,0.505955853,2,1,42556.0,0.254032313,Employed,1,Business,Phoenix,Missed,Missed,Missed,Late,On-time,Late,21278.0,0,2,1.6666666666666667,4.6620062504405855,405.11620053999997,1.0
CUST0196,45,153429.0,836.0,0.330404024,5,0,85697.15224199575,0.14742641,Retired,7,Gold,Houston,Late,On-time,Missed,Late,Late,Missed,10712.144030249468,0,3,1.5,1.7903419850493958,559.782235936,0.625
CUST0197,45,141020.0,670.0,0.534803711,6,0,39259.0,0.230212623,Retired,19,Gold,Phoenix,On-time,Late,On-time,Missed,Late,Missed,1962.95,0,2,0.6666666666666667,3.5919510952623535,311.68151363,0.3
CUST0198,61,59238.0,847.0,0.549146797,5,1,22835.0,0.375726693,Unemployed,16,Standard,New York,On-time,Missed,Missed,On-time,On-time,On-time,1343.235294117647,1,0,0.0,2.594062007356805,381.872662941,0.29411764705882354
CUST0199,61,88847.0,751.0,0.32772326,4,0,72809.0,0.302332951,Employed,12,Business,New York,Missed,Late,Late,On-time,Missed,Missed,5600.692307692308,0,2,-0.3333333333333333,1.2202582062903446,504.87983174000004,0.3076923076923077
CUST0200,37,69098.0,648.0,0.323907607,6,0,85014.0,0.253240066,Retired,0,Gold,Phoenix,Late,Late,Missed,On-time,On-time,Late,85014.0,0,3,0.5,0.812774216314768,438.107870664,6.0
CUST0201,47,62295.0,383.0,0.692439871,6,0,49016.0,0.192350273,Employed,1,Student,Phoenix,On-time,Late,Late,Late,Missed,On-time,24508.0,0,3,0.5,1.2708856111145113,117.79552940699999,3.0
CUST0202,28,164143.0,310.0,0.489428009,0,0,95376.0,0.322128612,Employed,14,Platinum,Houston,Missed,Missed,Missed,Missed,On-time,Missed,6358.4,0,0,0.0,1.7209914339935204,158.27731720999998,0.0
CUST0203,72,143778.0,352.0,0.343795914,6,0,10778.0,0.364450628,Employed,11,Platinum,Phoenix,Missed,On-time,Late,Late,Missed,Late,898.1666666666666,0,3,1.5,13.338714166434734,230.983838272,0.5
CUST0204,45,154487.0,725.0,0.42589874,3,0,95930.0,0.330587206,Employed,13,Gold,Los Angeles,Missed,Late,Late,Missed,Missed,Missed,6852.142857142857,0,2,-0.3333333333333333,1.6103970562174896,416.22341349999994,0.21428571428571427
CUST0205,42,107658.0,836.0,0.297881183,1,0,27697.0,0.274666967,Unemployed,1,Business,New York,Late,Missed,On-time,Late,Late,On-time,13848.5,1,3,1.5,3.886851036175897,586.971331012,0.5
CUST0206,56,166456.0,522.0,0.486563284,1,1,33772.0,0.314664128,Retired,17,Gold,New York,On-time,On-time,Missed,Late,Missed,On-time,1876.2222222222222,0,1,0.8333333333333334,4.928670831729488,268.013965752,0.05555555555555555
CUST0207,50,36447.0,610.0,0.666325662,1,0,42637.0,0.314084297,Employed,6,Business,Phoenix,On-time,Missed,Missed,Late,Late,Late,6091.0,0,3,2.5,0.8548008818424879,203.54134618,0.14285714285714285
CUST0208,18,165159.0,679.0,0.494465866,3,0,3081.0,0.318969693,Self-Employed,5,Student,Chicago,Missed,Missed,On-time,On-time,Late,On-time,513.5,1,1,0.8333333333333334,53.58825438027255,343.25767698600004,0.5
CUST0209,74,108350.53695652174,709.0,0.972726689,5,0,49504.31478847895,0.181569505,Employed,13,Business,Chicago,On-time,On-time,Missed,Missed,Missed,On-time,3536.0224848913535,0,0,0.0,2.1886647407348163,19.336777498999975,0.35714285714285715
CUST0210,44,40934.0,566.0,0.584271914,0,0,8828.0,0.319732635,Employed,7,Gold,Phoenix,On-time,On-time,On-time,Missed,Missed,Missed,1103.5,0,0,0.0,4.636312153131725,235.302096676,0.0
CUST0211,74,58088.0,701.0,0.54599089,6,0,1217.0,0.255940353,Employed,1,Student,Los Angeles,Late,On-time,Missed,Missed,On-time,On-time,608.5,0,1,-0.16666666666666666,47.691297208538586,318.26038611,3.0
CUST0212,69,149415.0,618.0,0.318339574,3,0,83604.0,0.404061861,Retired,16,Standard,Chicago,Late,Late,Missed,On-time,On-time,Missed,4917.882352941177,0,2,-0.3333333333333333,1.7871538783565577,421.266143268,0.17647058823529413
CUST0213,30,84836.0,776.0,0.452293311,1,0,82909.0,0.313291864,Self-Employed,4,Platinum,Phoenix,Late,On-time,Late,On-time,Missed,On-time,16581.8,1,2,-0.3333333333333333,1.0232300084428898,425.020390664,0.2
CUST0214,58,97986.0,792.0,0.344197231,4,0,13761.0,0.383547922,Unemployed,13,Gold,Los Angeles,Missed,Late,On-time,On-time,Late,Missed,982.9285714285714,1,2,0.6666666666666667,7.120040691759919,519.395793048,0.2857142857142857
CUST0215,20,166836.0,600.0,0.066870954,2,0,47695.0,0.269821861,Unemployed,19,Gold,Los Angeles,On-time,Missed,Late,On-time,On-time,On-time,2384.75,1,1,-0.16666666666666666,3.4979033881247905,559.8774276,0.1
CUST0216,56,191517.0,781.0,0.694852444,6,0,11564.0,0.273428616,Self-Employed,2,Gold,Houston,Late,On-time,On-time,On-time,Late,Missed,3854.6666666666665,1,2,0.6666666666666667,16.56005188067445,238.320241236,2.0
CUST0217,23,38289.0,682.0,0.397709889,3,0,43870.0,0.449425125,Employed,4,Student,Los Angeles,On-time,Missed,On-time,Missed,Missed,Missed,8774.0,0,0,0.0,0.8727633288504935,410.76185570200005,0.6
CUST0218,25,115497.0,617.0,0.347919985,3,0,92149.0,0.343633519,Retired,15,Standard,Chicago,On-time,Late,Late,On-time,Missed,Missed,5759.3125,0,2,-0.3333333333333333,1.2533586543678785,402.333369255,0.1875
CUST0219,44,72108.0,339.0,0.542114007,0,0,23748.0,0.228548547,Employed,17,Business,Chicago,On-time,On-time,Late,Missed,On-time,Missed,1319.3333333333333,0,1,-0.16666666666666666,3.0362541580698132,155.223351627,0.0
CUST0220,26,54298.0,836.0,0.60249991,0,0,15424.0,0.389697444,Self-Employed,16,Standard,Phoenix,On-time,Missed,Late,Missed,Missed,Missed,907.2941176470588,1,1,-0.16666666666666666,3.520129659643436,332.31007524,0.0
CUST0221,54,187312.0,825.0,0.435845033,3,0,21613.0,0.246669527,Employed,10,Student,Phoenix,Late,Missed,On-time,Late,Missed,Late,1964.8181818181818,0,3,1.5,8.666234847783844,465.42784777500003,0.2727272727272727
CUST0222,50,146456.0,768.0,0.499479666,1,1,41743.0,0.322569814,Employed,16,Gold,Los Angeles,Late,Late,Missed,Missed,On-time,Late,2455.470588235294,0,3,0.5,3.508432349559218,384.39961651199997,0.058823529411764705
CUST0223,68,52131.0,565.0,0.649237481,2,0,24851.0,0.483667463,Unemployed,15,Platinum,New York,Missed,On-time,Late,On-time,Late,Late,1553.1875,1,3,1.5,2.0976581361661033,198.180823235,0.125
CUST0224,59,88963.0,572.0,0.427961281,6,0,41958.0,0.156871761,Self-Employed,1,Gold,Houston,On-time,Missed,On-time,Late,Missed,On-time,20979.0,1,1,0.8333333333333334,2.120236421268381,327.206147268,3.0
CUST0225,61,108350.53695652174,535.0,0.560466748,0,0,98062.0,0.282421808,Unemployed,3,Business,New York,Late,On-time,On-time,Late,Late,Missed,24515.5,1,3,1.5,1.1049074264148735,235.15028982,0.0
CUST0226,41,180983.0,776.0,0.168151076,6,0,14756.0,0.340827164,Employed,6,Platinum,Los Angeles,Missed,On-time,On-time,Late,Late,Late,2108.0,0,3,2.5,12.264213593548824,645.514765024,0.8571428571428571
CUST0227,32,20569.0,823.0,0.2517362,1,0,11061.0,0.376469833,Unemployed,1,Gold,Los Angeles,Late,Late,Missed,Missed,On-time,Missed,5530.5,1,2,-0.3333333333333333,1.8594286747423612,615.8211074,0.5
CUST0228,71,150683.0,820.0,0.621107956,6,0,11308.0,0.175876609,Self-Employed,5,Platinum,New York,Missed,Missed,Missed,On-time,Missed,Late,1884.6666666666667,1,1,0.8333333333333334,13.324166592979044,310.69147608,1.0
CUST0229,49,108350.53695652174,753.0,0.241288272,4,0,62010.0,0.146420973,Employed,16,Standard,Houston,Late,Late,On-time,Late,Missed,Missed,3647.6470588235293,0,3,0.5,1.7472793045834085,571.309931184,0.23529411764705882
CUST0230,49,191615.0,659.0,0.546827509,0,1,73327.0,0.409074935,Employed,6,Student,New York,Missed,Missed,On-time,Late,Missed,On-time,10475.285714285714,0,1,0.8333333333333334,2.613121863408248,298.640671569,0.0
CUST0231,41,165580.0,629.0,0.470600244,1,0,96167.0,0.227958514,Self-Employed,4,Gold,Phoenix,Late,On-time,Missed,Late,Late,On-time,19233.4,1,3,1.5,1.7217785541968222,332.992446524,0.2
CUST0232,58,70284.0,696.0,0.427106547,1,1,2882.0,0.223771749,Employed,4,Business,Chicago,On-time,On-time,Late,Late,On-time,Late,576.4,0,3,1.5,24.378772112382933,398.73384328800006,0.2
CUST0233,69,127816.0,781.0,0.334307446,2,0,32588.0,0.455024967,Retired,19,Standard,Phoenix,Late,On-time,Late,Late,Missed,Missed,1629.4,0,3,0.5,3.922059590659425,519.905884674,0.1
CUST0234,66,85390.0,617.0,0.681868004,2,0,11061.0,0.306970231,Self-Employed,15,Gold,Chicago,Late,On-time,On-time,Missed,Missed,Missed,691.3125,1,1,-0.16666666666666666,7.7192189477490505,196.28744153199997,0.125
CUST0235,66,74101.0,561.0,0.845978231,4,0,42715.0,0.307623823,Employed,18,Standard,Los Angeles,Missed,Late,Missed,Missed,Missed,Missed,2248.157894736842,0,1,-0.16666666666666666,1.734736398539189,86.40621240899999,0.21052631578947367
CUST0236,69,127816.0,345.0,0.560038433,1,0,2926.0,0.282020055,Retired,8,Business,Houston,Late,Late,On-time,Missed,Late,Missed,325.1111111111111,0,3,0.5,43.667919371370004,151.78674061499999,0.1111111111111111
CUST0237,29,178273.0,363.0,0.564498143,5,0,98999.0,0.177601793,Self-Employed,4,Gold,New York,On-time,Missed,Missed,On-time,Missed,Missed,19799.8,1,0,0.0,1.8007373737373737,158.087174091,1.0
